,E,Eg,a,alpha,b,beta,c,gamma,id,x_Al,x_Ga,x_In,avg_rs_max,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_mass,x_Al_avg,x_Ga_avg,x_In_avg,a_avg,b_avg,c_avg,avg_rs_max_avg,avg_electronegativity_avg,avg_rp_max_avg,avg_LUMO_avg,avg_IP_avg,avg_rd_max_avg,avg_EA_avg,avg_HOMO_avg,avg_mass_avg,vol_avg,alpha_r,beta_r,gamma_r,vol,atomic_density,atomic_density_avg,Al_0_0,Al_1_0,Al_2_0,Al_3_0,Al_4_0,Al_5_0,Ga_0_0,Ga_1_0,Ga_2_0,Ga_3_0,Ga_4_0,Ga_5_0,In_0_0,In_1_0,In_2_0,In_3_0,In_4_0,In_5_0,Natoms_10.0,Natoms_20.0,Natoms_30.0,Natoms_40.0,Natoms_60.0,Natoms_80.0,O_0_0,O_1_0,O_2_0,O_3_0,O_4_0,O_5_0,sg_12,sg_167,sg_194,sg_206,sg_227,sg_33,pca_abc,pca_AlGaInDensity
676,0.2966,2.9351,9.751,90.9688,5.6595,91.1227,13.963,30.5186,677,0.8125,0.0,0.1875,1.1224999999999998,1.641875,1.479375,0.4293125,-5.7345125,2.890625,-0.26683749999999995,-2.7133125,43.4508751125,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.5877050765882177,1.5903911383070368,0.5326500530991414,391.22870247782913,0.10224198722297681,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-1.2230993290316516,-0.3969127420061012
677,0.0657,3.707,4.936,89.9923,4.9356,90.0089,13.3762,120.0009,678,0.5,0.5,0.0,1.06,1.71,1.415,0.249,-5.7991,2.635,-0.18219999999999997,-2.7145,48.3522693,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.570661936442493,1.5709516610983238,2.0944108103564636,282.2113960343946,0.10630329044665418,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.3562738650400075,-0.29589326228410673
678,0.0915,4.3482,4.8966,89.9868,4.8964,90.0141,13.3033,120.0017,679,0.8333,0.0833,0.0833,1.114893,1.6406600000000002,1.4765260000000002,0.37537689999999996,-5.76239548,2.9330929999999995,-0.24861076999999998,-2.7068929000000006,37.85598141538,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5705659433336334,1.5710424182194278,2.0944247729904792,276.2193365041587,0.10860934060475641,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.336554215796734,-0.48318153104957035
679,0.2487,2.9433,6.2071,90.0177,6.2069,89.9997,23.6688,120.0018,680,0.625,0.3438,0.0312,1.08062,1.6840640000000002,1.4381220000000001,0.296378,-5.785564040000001,2.746886,-0.20710228,-2.7117474,44.416550625,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.5711052500724998,1.5707910908071407,2.0944265183197315,789.700581072307,0.10130421822834519,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.423747644356467,-0.36615355992797105
680,0.1719,2.4794,5.1294,89.9942,5.129,90.0063,13.7915,120.0011,681,0.4167,0.25,0.3333,1.081668,1.7166610000000002,1.420837,0.41748909999999995,-5.70869142,2.482539,-0.23798145999999998,-2.7347471,66.94279653462,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5706950976982808,1.570906282537772,2.094414301014967,314.2219972695809,0.0954739014476509,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.492338004701822,-0.00770533978027296
681,0.1336,2.2203,9.9639,91.3119,5.7902,91.5237,14.3264,30.6395,682,0.25,0.75,0.0,1.025,1.76,1.3725,0.1895,-5.80865,2.3975,-0.14515,-2.72325,59.037634649999994,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.59369330125181,1.597389908607534,0.5347601561648025,421.08075699119667,0.0949936546277185,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-1.3117595631622643,-0.11281550730629682
682,0.311,0.7527,6.7327,90.0025,6.7323,89.99799999999999,24.695,119.9887,683,0.0625,0.4375,0.5,1.04875,1.7825,1.370625,0.42737499999999995,-5.6754125,2.109375,-0.2195625,-2.7558125,89.5991586625,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.5708399600261964,1.5707614202098565,2.09419788018772,969.4866335052847,0.08251789889124234,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.72345488506274,0.365301818322883
683,0.3874,1.226,6.5757,90.0147,6.5753,90.0079,24.3557,119.9929,684,0.4062,0.1562,0.4375,1.090519,1.7154540000000003,1.4251709999999997,0.47385009999999994,-5.67925134,2.449424,-0.25771303,-2.7402598,72.08350857932,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.5710528901949399,1.5709342078058042,2.094271184016304,912.0525114609277,0.08771424780340314,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.611519305401528,0.07101527441822295
684,0.0221,2.6663,12.2659,89.9997,3.0312,103.7911,5.8004,90.0002,685,0.375,0.625,0.0,1.0425,1.735,1.39375,0.21925,-5.803875,2.5162500000000003,-0.163675,-2.718875,53.694951975,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707910908071407,1.8114964292666864,1.5707998174534008,209.44394271140393,0.09549094493297575,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,6.095883471925176,-0.20434872981254718
685,0.2696,0.8886,12.3784,90.0003,3.2594,105.3163,6.5182,90.0,686,0.0,0.375,0.625,1.0525,1.79125,1.3675,0.48312499999999997,-5.6427,2.0225,-0.23585,-2.7645,97.907375,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5708015627826524,1.838116191018104,1.5707963267948966,253.6437248701142,0.07885075812635063,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,5.695245317447251,0.4962769257600186
686,0.1966,1.4785,24.4896,89.9999,6.3075,104.8792,6.2297,90.0001,687,0.3125,0.2812,0.4062,1.074271,1.735133,1.4073639999999998,0.43386499999999995,-5.69161972,2.367295,-0.23742897000000002,-2.7419117,74.6769100125,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707945814656445,1.830487356857637,1.5707980721241486,930.0240407672698,0.08601928175318996,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,14.828134281308436,0.11829751898061479
687,0.1356,1.9072,24.4329,89.9998,6.2723,104.8203,6.1848,90.0001,688,0.375,0.25,0.375,1.08,1.72375,1.41625,0.431125,-5.698575,2.43375,-0.24032499999999998,-2.7383750000000004,70.605576975,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707928361363925,1.8294593579282121,1.5707980721241486,916.2921463421186,0.0873083986579649,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,14.816244710159673,0.051265019740467564
688,0.3056,0.8366,6.744,90.01700000000001,6.7435,90.0043,24.6676,119.9897,689,0.3125,0.0625,0.625,1.09625,1.7287500000000002,1.4206249999999998,0.5574999999999999,-5.6307624999999994,2.319375,-0.2821625,-2.7535624999999997,84.55066831250001,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.571093032767736,1.5708713759527322,2.09421533348024,971.6402229319189,0.08233500231042355,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.696069100898773,0.26743790840663817
689,0.1016,3.3621,9.9723,90.00299999999999,8.565,90.0022,9.1921,90.0015,690,0.6562,0.3125,0.0312,1.084889,1.6776430000000002,1.4432930000000002,0.30379059999999997,-5.78379038,2.77631,-0.21171531000000002,-2.7103822,43.07604472932,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.570848686672456,1.5708347240384404,1.5708225067336763,785.1225327548505,0.101894922973736,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.3081767091114878,-0.38900088751383155
690,0.07,3.6328,9.923,90.0032,8.5264,90.0023,9.1536,90.0016,691,0.6875,0.3125,0.0,1.08625,1.6725,1.446875,0.293625,-5.7919375,2.8131250000000003,-0.2099875,-2.7079375,40.3382452875,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708521773309605,1.5708364693676926,1.5708242520629283,774.4629096280213,0.10329739359425803,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.297175872407655,-0.433186438815026
691,0.2213,2.6114,9.375,90.0027,9.3746,90.0032,9.3747,89.9976,692,0.5312,0.25,0.2188,1.0862479999999999,1.6971960000000001,1.4334319999999998,0.3800476,-5.736469120000001,2.616504,-0.23154655999999998,-2.7247856,56.88552170432,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708434506847004,1.5708521773309605,1.570754438892849,823.9130841399486,0.09709762053786164,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.777849306764531,-0.169590149549081
692,0.1974,2.6277,9.665,99.1028,5.6613,100.6816,14.3634,31.3967,693,0.8125,0.0625,0.125,1.11625,1.6437499999999998,1.475625,0.39399999999999996,-5.7520625,2.9043750000000004,-0.25406249999999997,-2.7100625,40.6324376125,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.7296701579454365,1.7572254161759229,0.5479757892609036,402.33591208536086,0.09941941248215862,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-1.5595653800586347,-0.4395150335982703
693,0.015,5.2457,4.8328,89.9848,4.8326,90.016,13.1683,120.0018,694,0.9167,0.0833,0.0,1.1183379999999998,1.62666,1.485839,0.34817459999999995,-5.78318206,3.0308649999999995,-0.24395493999999995,-2.6999155000000004,30.54190233462,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5705310367485936,1.5710755794752158,2.0944265183197315,266.337376207192,0.11263909116782048,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.293037746752042,-0.6010318265841584
694,0.0674,0.9641,10.181000000000001,90.0006,10.181000000000001,90.0007,10.1813,89.9991,695,0.0625,0.0312,0.9062,1.089271,1.7701330000000002,1.3948639999999999,0.6568649999999999,-5.560769720000001,2.019795,-0.30257897,-2.7766616999999996,107.9097753625,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708067987704086,1.5708085440996604,1.5707806188316287,1055.3198553024833,0.07580640087271913,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.8429559535182611,0.6421820171653956
695,0.1889,1.6792,12.1835,89.9999,3.2061,105.4406,6.4421,90.0001,696,0.375,0.0,0.625,1.105,1.71625,1.43125,0.572375,-5.628375,2.37875,-0.291425,-2.751375,81.879326975,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707945814656445,1.840285635278333,1.5707980721241486,242.5558327746494,0.08245524245372957,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,5.603346563575382,0.22167418610914408
696,0.132,1.6904,6.5005,89.9949,6.5004,90.0061,24.2999,119.992,697,0.0,0.8438,0.1562,1.00562,1.805314,1.339372,0.218253,-5.77433904,2.125636,-0.14002728,-2.7401224,76.766839,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.570707315003045,1.5709027918792682,2.094255476053036,889.3177566146805,0.08995659808315513,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.630889435778935,0.17672225600782482
697,0.2092,1.0881,6.6914,90.0181,6.6909,90.0088,24.5569,119.9909,698,0.4062,0.0,0.5938,1.1062480000000001,1.710946,1.434682,0.5621726,-5.63594412,2.415254,-0.28967156,-2.7486606,79.13882937932,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.5711122313895076,1.5709499157690718,2.0942362774312637,952.2379184284633,0.0840126174895754,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.660602934893129,0.17755677322972885
698,0.0968,3.5516,9.9431,90.0036,8.5401,90.0022,9.1682,90.0014,699,0.7188,0.25,0.0312,1.093752,1.665304,1.4540680000000001,0.3187024,-5.781980880000001,2.835996,-0.22100343999999997,-2.7084644000000004,40.40740154568,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708591586479685,1.5708347240384404,1.5708207614044245,778.5183269366518,0.10275930216670368,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.302336356003866,-0.4348395501884082
699,0.0606,1.0647,10.1679,90.0005,10.1679,90.0006,10.1682,89.9993,700,0.0938,0.0,0.9062,1.093752,1.7640540000000002,1.400318,0.6643273999999999,-5.56015588,2.049746,-0.30722844,-2.7758393999999997,106.57893992068,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708050534411566,1.5708067987704086,1.5707841094901327,1051.2514611508368,0.07609977532152162,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.8418913369866594,0.6192635298270119
700,0.2642,0.5816,6.3716,89.98299999999999,6.3713,90.0171,15.5769,119.9918,701,0.0625,0.1875,0.75,1.07375,1.775,1.385625,0.5686249999999999,-5.6052125,2.0543750000000003,-0.27066250000000003,-2.7688125,100.8729086625,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.5704996208220574,1.5710947780969877,2.0942519853945316,547.6764611057323,0.0730358210379207,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-4.762936020945174,0.5357133616251699
701,0.09300000000000001,4.086,9.0894,90.0034,9.0888,90.0041,9.089,89.9976,702,0.75,0.25,0.0,1.095,1.6600000000000001,1.4575,0.3085,-5.78955,2.8725,-0.21924999999999997,-2.70575,37.666903950000005,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708556679894643,1.5708678852942282,1.570754438892849,750.8580893230308,0.10654476676428636,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.7547000962809496,-0.4789537971165769
702,0.2514,0.9171,5.5436,90.0006,9.4324,89.9971,10.0577,90.0003,703,0.125,0.0625,0.8125,1.08875,1.760625,1.4,0.6188125,-5.585274999999999,2.0999999999999996,-0.2927,-2.769875,101.020004825,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708067987704086,1.5707457122465889,1.5708015627826524,525.9116271076352,0.07605840589604122,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-1.478568132195985,0.5325474613594843
703,0.2662,0.4244,6.39,90.0141,6.3817,85.8142,15.6879,119.9694,704,0.0,0.25,0.75,1.0650000000000002,1.7875,1.375,0.55375,-5.607600000000001,1.995,-0.2614,-2.771,103.54425,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.5710424182194278,1.4977403349649179,2.093861031642085,552.2359270029551,0.07243281004386003,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-4.825073678480571,0.5814804849003157
704,0.1761,2.8878,10.0817,90.0041,8.645,90.0019,9.2743,90.001,705,0.7188,0.125,0.1562,1.106252,1.661554,1.461568,0.3893274,-5.74688088,2.808496,-0.24655343999999998,-2.7149644,46.044276545680006,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708678852942282,1.5708294880506846,1.5708137800874167,808.3136379928316,0.09897148364173644,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.3345927059855707,-0.34963496700406993
705,0.0871,0.9692,6.8917,90.0046,6.8912,89.9904,24.9836,119.9862,706,0.0,0.3125,0.6875,1.05875,1.7893750000000002,1.3712499999999999,0.5184375,-5.62515,2.00875,-0.24862499999999998,-2.76775,100.7258125,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.5708766119404882,1.570628775186705,2.0941542469564203,1027.7020844778538,0.07784357082494946,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.79918435996403,0.5388758163745361
706,0.1683,2.5356,9.3851,90.0038,9.3848,90.0038,9.3847,89.9961,707,0.375,0.4688,0.1562,1.05812,1.7303140000000001,1.403122,0.307503,-5.76001404,2.481886,-0.19560228,-2.7269974,60.738790975,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708626493064723,1.5708626493064723,1.5707282589540688,826.5789048783856,0.0967844685218169,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.7787421916007897,-0.09787941031855332
707,0.1257,1.2028,9.8747,90.0029,9.8747,90.0025,9.8746,89.9962,708,0.0,0.4688,0.5312,1.04312,1.794064,1.361872,0.43012799999999995,-5.6690390399999995,2.0431359999999996,-0.21667728,-2.7596224,93.677464,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708469413432042,1.5708399600261964,1.570730004283321,962.8692802412417,0.0830850060767921,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.8183370344485326,0.43233707888533596
708,0.3287,0.2022,6.1377,90.0277,6.1351,88.1847,15.0644,120.008,709,0.0625,0.625,0.3125,1.03,1.788125,1.359375,0.3214375,-5.7280625,2.150625,-0.1812375,-2.7460625,81.14384616250001,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.571279782997699,1.5391133648834436,2.094534728733355,490.8947133162401,0.08148386795567614,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-4.59146445285453,0.23749732047998606
